num_distr,mouse.time,mouse.clicked_name,,,,,
10,0.5252771,['target'],,,,,
10,0.5343051,['target'],,,,,
10,0.2417216,['target'],,,,,
10,0.2661564,['target'],,,,,
10,1.150206,['target'],,,,,
10,0.3116518,['target'],,,,,
10,0.2581126,['target'],,,,,
10,0.2642124,['target'],,,,,
10,0.3217834,['target'],,,,,
10,6.8572193,target',,,,,
10,3.4881314,target',,,,,
10,2.693169,target',,,,,
10,1.5926492,target',,,,,
10,1.7670059,target',,,,,
10,3.0577012,target',,,,,
10,4.3852535,target',,,,,
10,3.9700451,target',,,,,
10,2.7521968,target',,,,,
10,5.6025882,target',,,,,
10,3.8506983,target',,,,,
10,7.2680764,target',,,,,
10,1.6298828,target',,,,,
10,9.6310446,target',,,,,
10,3.6961078,target',,,,,
10,2.5139076,target',,,,,
10,1.8653336,target',,,,,
10,1.7932555,target',,,,,
10,5.4200927,target',,,,,
10,2.3762957,target',,,,,
10,4.1634548,target',,,,,
10,4.6033464,target',,,,,
10,2.1829208,target',,,,,
10,1.4012804,target',,,,,
10,2.089149,target',,,,,
10,1.6682649,target',,,,,
10,4.8786866,target',,,,,
10,5.3110254,target',,,,,
10,2.9524395,target',,,,,
10,4.1307138,target',,,,,
10,2.0219761,target',,,,,
10,1.8063511,target',,,,,
10,1.8258808,target',,,,,
10,1.2356849,target',,,,,
10,1.4066874,target',,,,,
10,2.36600056,['target',,,,,
10,1.845575776,['target',,,,,
10,0.962148781,['target',,,,,
10,5.137289369,['target',,,,,
10,1.536852736,['target',,,,,
10,1.349169054,['target',,,,,
10,1.309738257,['target',,,,,
10,1.224096218,['target',,,,,
10,1.19349046,['target',,,,,
10,1.716488213,['target',,,,,
10,1.775660404,['target',,,,,
10,1.416740517,['target',,,,,
10,1.360709325,['target',,,,,
10,0.973012311,['target',,,,,
10,1.64560369,['target',,,,,
10,0.908270683,['target',,,,,
10,0.963798427,['target',,,,,
10,0.958103545,['target',,,,,
10,1.554739051,['target',,,,,
10,1.867975019,['target',,,,,
10,0.965825904,['target',,,,,
10,1.777592316,['target',,,,,
10,0.986673118,['target',,,,,
10,1.182338303,['target',,,,,
10,1.173350455,['target',,,,,
10,1.68437093,['target',,,,,
10,1.953692085,['target',,,,,
10,1.166284057,['target',,,,,
10,2.080199976,['target',,,,,
10,1.152456637,['target',,,,,
10,1.027856019,['target',,,,,
10,0.850863608,['target',,,,,
10,0.972647284,['target',,,,,
10,1.330859489,['target',,,,,
10,1.271742446,['target',,,,,
10,2.057532872,['target',,,,,
10,1.429819083,['target',,,,,
10,1.384392253,['target',,,,,
10,1.401861173,['target',,,,,
10,1.279752513,['target',,,,,
10,1.168926906,['target',,,,,
10,1.182361759,['target',,,,,
10,1.576814289,['target',,,,,
10,1.204528113,['target',,,,,
10,1.226931602,['target',,,,,
10,1.254339944,['target',,,,,
10,1.736014387,['target',,,,,
10,1.24197376,['target',,,,,
10,1.551039097,['target',,,,,
10,2.660631162,['target',,,,,
10,1.334787568,['target',,,,,
10,1.175608712,['target',,,,,
10,1.371447764,['target',,,,,
10,1.594592434,['target',,,,,
10,1.917184494,['target',,,,,
10,1.287556392,['target',,,,,
10,1.110594087,['target',,,,,
10,1.010545175,['target',,,,,
10,1.060886947,['target',,,,,
10,0.985268205,['target',,,,,
10,1.748262047,['target',,,,,
10,1.072954903,['target',,,,,
10,1.128506465,['target',,,,,
10,1.869262476,['target',,,,,
10,2.302743966,['target',,,,,
10,1.128674882,['target',,,,,
10,1.577361509,['target',,,,,
10,2.36644085,['target',,,,,
10,1.415185618,['target',,,,,
10,1.845678554,['target',,,,,
10,1.997399229,['target',,,,,
10,3.063715482,['target',,,,,
10,1.582477305,['target',,,,,
10,1.155178776,['target',,,,,
10,2.845239309,['target',,,,,
10,2.496127517,['target',,,,,
10,1.213042174,['target',,,,,
10,1.191987072,['target',,,,,
10,1.665421566,['target',,,,,
